Variable,Transition,Shifting,Seasonality,Trend,Stationarity,Correlation
channel_1,0.0040760803080792515,0.10687382297551784,0.9131928924791253,0.3333759929593708,5.078239210673054e-30,0.7965108945129415
channel_2,0.0019898980421592547,0.05908662900188322,0.8649207064546687,0.2714744996261025,1.576001780157119e-29,0.7965108945129415
channel_3,0.0031744388661732494,0.03419256120527314,0.8135294271620019,0.17265566413159106,5.091713042540267e-27,0.7965108945129415
channel_4,0.005342288537204984,-0.09951741996233521,0.9245976698262964,0.6240624048053816,4.590849024086337e-27,0.7965108945129415
channel_5,0.003754598314940073,0.09504472693032007,0.8734158069445408,0.19741711166397768,2.2949086240477043e-28,0.7965108945129415
channel_6,0.006679291261138269,-0.06002824858757061,0.9464714529882039,0.16869474099689308,1.4441809370476096e-28,0.7965108945129415
channel_7,0.010349295441471375,0.07238700564971756,0.9136823509514103,0.5569420018544559,2.2471279572569529e-29,0.7965108945129415
channel_8,0.009536459211783886,0.029190207156308823,0.8751712413266395,0.3709405642863782,1.5350046996126053e-29,0.7965108945129415
channel_9,0.009402040230243854,0.17328742937853114,0.8857361274694558,0.1796229668686562,9.225237875882076e-28,0.7965108945129415
channel_10,0.014021427493586841,0.10610875706214684,0.954263139050148,0.48155394039658117,8.203578475236493e-28,0.7965108945129415
channel_11,0.0012494341330918962,-0.028689971751412413,0.9180289198332596,0.3812788459796327,2.456768590329694e-25,0.7965108945129415
channel_12,0.00792997962398456,0.06400070621468923,0.9327454795016822,0.35220836733751826,3.556624642329351e-27,0.7965108945129415
channel_13,0.0019223375624759708,0.2727754237288136,0.8369786727077524,0.5962235529611982,5.630615268089725e-26,0.7965108945129415
channel_14,0.019435642070318393,0.07403483992467041,0.9272523001686319,0.4937138467466581,3.2843355294493254e-27,0.7965108945129415
channel_15,0.0010743926361853028,0.04407956685499048,0.934911230383669,0.5550214100305388,8.876558222260736e-30,0.7965108945129415
channel_16,0.007819643565722963,0.06326506591337089,0.8965606120430094,0.18282905332854604,5.797892426277878e-29,0.7965108945129415
