Variable,Transition,Shifting,Seasonality,Trend,Stationarity,Correlation
channel_400002,0.0021792083903818447,0.00867296031928766,0.5331791247753778,0.06798844836886109,0.0,0.8424549153995614
channel_400018,0.001386027876290995,-0.016741499731368514,0.6520097246895495,0.053072555799986154,0.0,0.8424549153995614
channel_400031,0.0013530980474539876,0.008615396423363286,0.661746500640157,0.03657128299026646,0.0,0.8424549153995614
channel_400041,0.012471655328798185,0.17426510092869751,0.5730837288410566,0.3099400159260911,0.0,0.8424549153995614
channel_400046,0.0004953403721318428,0.18435797068078896,0.5925094137287936,0.1551997527258071,0.0,0.8424549153995614
channel_400053,0.0013595875301308541,0.047365492363189876,0.5649683805300612,0.05781750263181462,0.0,0.8424549153995614
channel_400058,0.006487388514555558,0.02810077519379839,0.6161708878033194,0.20203465837576817,0.0,0.8424549153995614
channel_400060,0.004257524348446501,-0.12487527822549693,0.6257318850640926,0.06791526186491137,0.0,0.8424549153995614
channel_400066,0.004854032122388781,-0.15732212756159336,0.625734592416201,0.21192838585997398,0.0,0.8424549153995614
channel_400070,0.007340820068683521,0.007061171233402441,0.9053375069231583,0.03379232046841274,0.0,0.8424549153995614
channel_400074,0.001495151579732538,-0.03100775193798455,0.621239994497226,0.44024555313161884,0.0,0.8424549153995614
channel_400085,0.009417959065948736,-0.048315296645943695,0.6091591412124671,0.06726554727158418,0.0,0.8424549153995614
channel_400086,0.0033192324405992854,0.29478471102924253,0.6811347644723653,0.2425159150536219,0.0,0.8424549153995614
channel_400089,0.0015222993176196463,0.6257963005602887,0.5709330934191232,0.1391540018872066,0.0,0.8424549153995614
channel_400097,0.000378173294130302,-0.02582700130478166,0.5316328168265635,0.1640156985379242,0.0,0.8424549153995614
channel_400098,0.0028609891088549754,-0.02376429503415456,0.6366560275068631,0.05625402794637602,0.0,0.8424549153995614
channel_400101,0.001465835641735919,0.014736357356665897,0.5359514683573371,0.06282482808014478,0.0,0.8424549153995614
channel_400105,0.00867616597835049,0.1383740118197866,0.8669275108325984,0.09827075720663692,0.0,0.8424549153995614
channel_400110,0.011382433421975566,-0.0014007214674955915,0.8300464814226449,1.3257987672044003e-05,0.0,0.8424549153995614
channel_400123,0.001917242527901321,-0.004221352367794973,0.6159570006713213,0.035268583290545163,0.0,0.8424549153995614
channel_400148,0.002813812772189463,0.063349067464886,0.6891429453278706,0.28170438096031614,0.0,0.8424549153995614
channel_400149,0.007564495449841734,0.02790889554071685,0.7870405606753406,0.34168489246985356,0.0,0.8424549153995614
channel_400150,0.0002988602610817703,-0.006926855476245275,0.5269459836293793,0.06274594841284364,0.0,0.8424549153995614
channel_400159,0.00898185705083282,0.07947655230639339,0.6066061114107791,0.13100378133434887,0.0,0.8424549153995614
channel_400161,0.001727252350249858,-0.28346381149742883,0.4644959023737324,0.1666397793501876,0.0,0.8424549153995614
channel_400169,0.004629695544436471,0.012951876583007227,0.6110584828430425,0.05593855281801008,0.0,0.8424549153995614
channel_400173,0.005817179562353308,0.04163788471870444,0.6768615946262732,0.2846910941740298,0.0,0.8424549153995614
channel_400175,0.0014480816239770434,-0.17760380689231714,0.5170130366276648,0.11862052346614582,0.0,0.8424549153995614
channel_400179,0.0047079072364566476,0.039930155806278345,0.5550169784113981,0.04837171889159009,0.0,0.8424549153995614
channel_400186,0.004821484308217385,-0.10317368946196942,0.5911113164979438,0.20643062854377836,0.0,0.8424549153995614
channel_400202,0.00045967630345202805,-0.2791657072684013,0.5185992485554829,0.19669184751505864,0.0,0.8424549153995614
channel_400207,0.011053157036063018,-0.23037071148975363,0.7787713585199417,0.3044602310952701,0.0,0.8424549153995614
channel_400210,0.005940999658951817,-0.058964617391971785,0.7868784154365982,0.27263142358721826,0.0,0.8424549153995614
channel_400214,0.002761614531348439,-0.13037263028628443,0.5559795293795101,0.14552878106763278,0.0,0.8424549153995614
channel_400222,0.0009755463059313213,0.017154040985494,0.5449853768632913,0.05146054761947383,0.0,0.8424549153995614
channel_400223,0.0064525410772415335,0.5578900913347149,0.5737400547476013,0.17675647047702314,0.0,0.8424549153995614
channel_400228,0.00708471945407412,0.049811957939980056,0.6358777675059587,0.06878469846537016,0.0,0.8424549153995614
channel_400237,0.013653265223965087,0.22764602041599513,0.5966103299388681,0.12275077299604709,0.0,0.8424549153995614
channel_400239,0.005487459255192029,0.4095191495893775,0.5317159632241881,0.09320145949992875,0.0,0.8424549153995614
channel_400241,0.0015550333671306928,-0.13884411696983656,0.7481884496522011,0.1663040393698133,0.0,0.8424549153995614
channel_400247,0.007425510215446397,0.013354823854478504,0.5939827759081848,0.06446519423480113,0.0,0.8424549153995614
channel_400254,0.0015910941680761003,0.12029894849950107,0.5681174271416995,0.09976740652971328,0.0,0.8424549153995614
channel_400258,0.0025503479227278842,-0.01638652237316751,0.808109697329252,0.2974752481495203,0.0,0.8424549153995614
